return_month,portfolio_return,complexity,lambda_value,native_loss,sleeve_reallocation,gross_exposure
1995-01-31,-0.001778086263424029,1.0,0.04574005827524386,1.005864510671576,3.0000000000000004,3.0000000000000004
1995-02-28,0.01797553369469736,1.0,0.04510887860130719,0.9366353674479849,0.316739156133639,3.000000000000001
1995-03-31,0.015732121378911185,1.0,0.045108981681141386,0.9451499559187571,0.11298477853089504,3.0000000000000004
1995-04-30,0.008977422980165281,1.0,0.04461292192882258,0.967476023093567,0.21955563630413522,2.9999999999999996
1995-05-31,0.006749146309352889,1.0,0.04437843425011708,0.9761239217569542,0.14285387787804465,3.0000000000000004
1995-06-30,-0.0027164010459477584,1.0,0.04416223436947558,1.009608994281209,0.136802751160612,3.0000000000000004
1995-07-31,0.00140246025474716,1.0,0.04478324904136453,0.9955531377182302,0.23994418182511087,2.999999999999998
1995-08-31,-0.007248303726791283,1.0,0.0449756475170137,1.0206049544528843,0.2971077024038824,3.0
1995-09-30,0.013513616386675687,1.0,0.044979523287975325,0.958176770380204,0.16887453247798198,3.0000000000000036
1995-10-31,0.04255105385341188,1.0,0.04471330749118522,0.8641059124877758,0.11209868535597423,2.999999999999996
1995-11-30,0.006523519614019544,1.0,0.04488397417542831,0.9775003559900747,0.13894508179800635,3.0000000000000018
1995-12-31,-0.007617111973227782,1.0,0.044797541126198846,1.0271498884288144,0.14754353335068815,3.0
1996-01-31,0.014331292701759087,1.0,0.0451905794299115,0.9508404278917718,0.31245734573746037,3.000000000000003
1996-02-29,0.00034167999028591106,1.0,0.045173940299040025,0.9987850111053287,0.2140776808462765,2.999999999999998
1996-03-31,-0.005575856262379243,1.0,0.04509790264003145,1.0196006556729456,0.16940859308633235,3.0000000000000018
1996-04-30,-0.015574869861143302,1.0,0.04508972395450401,1.0540837128815828,0.19850984932878646,2.9999999999999987
1996-05-31,-0.008678223709532055,1.0,0.046007529163311515,1.0247274742276253,0.35574575070923886,2.999999999999999
1996-06-30,0.01517194113187225,1.0,0.04596632943257532,0.960700027474269,0.2150623427916228,2.9999999999999987
1996-07-31,0.032728639381457175,1.0,0.04664618586712737,0.9174260676628605,0.4320739857859953,3.000000000000001
1996-08-31,-0.016160920917682217,1.0,0.047018650142055536,1.0381042591918257,0.27851366638446606,3.0000000000000018
1996-09-30,0.009342279774962504,1.0,0.0465636626724318,0.9785647856754378,0.23800577527890615,3.0000000000000004
1996-10-31,0.03429448238071074,1.0,0.04638354585807957,0.9203284829888564,0.33149620260119406,2.9999999999999996
1996-11-30,0.020595467628014178,1.0,0.04715544301552579,0.9573601768106542,0.49924680265842697,3.0
1996-12-31,0.0040285486758115,1.0,0.0473248926537732,0.9911024709607599,0.2515171602291396,3.0
1997-01-31,0.009946664401208392,1.0,0.04738262725725077,0.977028715649255,0.15671519323051566,2.9999999999999987
1997-02-28,0.02477648774298527,1.0,0.04720711239641943,0.9432415883713106,0.22252914308851646,2.9999999999999996
1997-03-31,0.048664245617127906,1.0,0.0480587452306926,0.9108288283856321,0.5479170668854727,2.9999999999999973
1997-04-30,0.05456080766320789,1.0,0.048285243360048934,0.8997233752632431,0.27398477847137204,2.999999999999999
1997-05-31,-0.05662623083482695,1.0,0.048636922444260315,1.1115070133500478,0.41256790556829653,2.9999999999999982
1997-06-30,0.008439767363473839,1.0,0.04993372552134439,0.9849919663073637,0.4727847506407564,3.0000000000000013
1997-07-31,0.028167937593580553,1.0,0.049774222068946036,0.9408091093119282,0.259440067355336,2.9999999999999987
1997-08-31,-0.02369360456704384,1.0,0.04990233863877604,1.060788920225587,0.2216472204895793,3.0
1997-09-30,-0.012806160033039691,1.0,0.050012834419402574,1.031428646494406,0.3062817152137919,2.999999999999999
1997-10-31,0.014212920484723467,1.0,0.050074653255934444,0.9666152380950075,0.24135295790167163,2.9999999999999973
1997-11-30,0.042749145839622096,1.0,0.04825447353347587,0.8901963178319319,0.23972157965325566,2.9999999999999982
1997-12-31,0.02444871499332742,1.0,0.04856543143080392,0.9377318861003537,0.3268643779076152,3.000000000000002
1998-01-31,0.007433467553735734,1.0,0.048130966905107306,0.9819278708188316,0.5229002203157457,3.0000000000000013
1998-02-28,-0.005613772083471354,1.0,0.04726805636238388,1.013926226300236,0.34993706395960644,2.9999999999999982
1998-03-31,0.002728775729362617,1.0,0.046975726209589765,0.9917323000968574,0.27369172171243455,3.0
1998-04-30,0.00572784962724594,1.0,0.04663014701580624,0.9818020428529425,0.18953393519407702,3.0000000000000027
1998-05-31,0.030896541284848814,1.0,0.046622543042299514,0.9017122063418979,0.11947883717442499,2.9999999999999973
1998-06-30,0.029137288641053374,1.0,0.0468520047381627,0.9144930127913553,0.25359495675827065,2.999999999999999
1998-07-31,0.04476588788638933,1.0,0.0472598153898385,0.8650532590084158,0.22057117844024052,3.0000000000000004
1998-08-31,0.08291485443691324,1.0,0.04746905907597398,0.7628683180830699,0.16880215424602849,2.9999999999999996
1998-09-30,-0.015262435451719264,1.0,0.049936761351626203,1.0346538156920322,0.2793468446995362,2.9999999999999996
1998-10-31,-0.005267136660182187,1.0,0.05077362325145521,1.0127815440598733,0.3731608260087462,2.9999999999999987
1998-11-30,0.004814083101937984,1.0,0.05151007150838023,0.9882174339487736,0.3238328540886937,3.0
1998-12-31,0.02831752342998605,1.0,0.05207445448512755,0.9252711533533297,0.23814404834133063,3.000000000000002
1999-01-31,0.006579498345952073,1.0,0.05332192967142054,0.9860295511327853,0.2995953340393279,3.0
1999-02-28,0.005191161764469245,1.0,0.05568569643752904,0.9929889352790141,0.680085706113251,2.9999999999999973
1999-03-31,0.0069755011195625554,1.0,0.056310094279522514,0.9896342586080747,0.49451021636556763,3.0000000000000004
1999-04-30,-0.04156626698982742,1.0,0.05728049240044242,1.0536196053181606,0.5940618796593709,3.000000000000001
1999-05-31,-0.006650035508810463,1.0,0.05813891394368276,1.007810249178955,0.5590646757939137,2.9999999999999987
1999-06-30,0.017182927927793464,1.0,0.058647721674708775,0.9804498609343206,0.6052347345730809,3.0000000000000004
1999-07-31,0.01868592952803726,1.0,0.05922261416179865,0.9790300057154044,0.7216012478857033,3.0000000000000027
1999-08-31,0.040599420311020415,1.0,0.0590928535022297,0.9561643319472144,0.43261572223764794,3.0
1999-09-30,0.024303525565043022,1.0,0.05958604871901743,0.9798755632439156,0.4067876953314495,3.000000000000001
1999-10-31,0.06578928441604964,1.0,0.06019265259636745,0.9391465445285264,0.7161861894398911,3.0
1999-11-30,0.15153137102915348,1.0,0.06128674236677415,0.8689656019737846,0.7700424551257207,3.000000000000001
1999-12-31,0.1786498102093924,1.0,0.0669403482727039,0.7910816283149131,1.772600509580168,1.6834498967267546
2000-01-31,0.03942751033540028,1.0,0.07553051207919419,0.9509908195274753,0.5927752183375179,1.4059166809488564
2000-02-29,0.29585754573121303,1.0,0.07687068471040218,0.5739375999113251,0.3447728759216492,1.4449281760110018
2000-03-31,-0.1461398255833011,1.0,0.10070141459952843,1.0694183092235923,0.4513855903282156,1.0509884702389016
2000-04-30,0.140719549026673,1.0,0.11501978998587241,0.9876276193504153,2.4109542255450833,1.6990401750785344
2000-05-31,0.0879555582628951,1.0,0.12634084176904772,0.940976698488227,1.2164665339598464,1.0149168749586037
2000-06-30,-0.13108607711018092,1.0,0.13272913834138592,1.1386931832710572,0.3271697635547324,0.8995542417543635
2000-07-31,0.0005478396768626637,1.0,0.14786971515942068,0.9999506594426145,2.478262198309955,2.756615430960424
2000-08-31,-0.028076272127956155,1.0,0.15061120906650693,1.0055860077851797,2.0352203728097797,1.6384845334859373
2000-09-30,-0.026758353568942652,1.0,0.1527633968649291,1.0058346520170023,1.9495494699226341,2.099980580253359
2000-10-31,0.0013498981106777528,1.0,0.15494638197723684,0.9997950144086598,1.7951336415277974,2.9999999999999996
2000-11-30,0.15478150659574771,1.0,0.15965563221292475,0.9458209924795896,2.503935505303407,1.2967692076400648
2000-12-31,0.02725972735305666,1.0,0.17847036188862342,0.9896419593912451,0.7520486199899316,0.795604760075201
2001-01-31,-0.09174063686438022,1.0,0.17970152941312914,1.0241774433522743,0.40406705759452755,0.9043593277489238
2001-02-28,-0.1607000786011787,1.0,0.1888535118095819,1.0309440103976566,2.0735381389748575,1.311182521791676
2001-03-31,0.05276580317219935,1.0,0.2067032883270712,0.9973905035008903,1.7774253043748764,0.8816409195994609
2001-04-30,-0.06795302589238274,1.0,0.21251465530940367,1.0341425691507233,0.44743438043189915,0.7710621134411867
2001-05-31,-0.011339578017293954,1.0,0.21885391721475692,1.000481800067158,2.4064393358044107,2.3622160419432663
2001-06-30,0.012831060203373849,1.0,0.2196976264912678,0.997257218557748,2.3826890632213757,1.0148983230309077
2001-07-31,-0.027406942263773243,1.0,0.21992763033545343,1.0015070016749386,2.177877410698971,2.266525569366685
2001-08-31,0.04294127111454677,1.0,0.22326343037111873,0.9790935196595788,2.27693199585435,0.8651316271091307
2001-09-30,0.06168545081329936,1.0,0.22566952347314875,0.9666486099805778,0.17328923444058156,0.7999791928996
2001-10-31,-0.058071326603178576,1.0,0.23143040803615073,1.0645834607105158,0.2285563874787496,0.7681436126448814
2001-11-30,-0.03480377305424696,1.0,0.23673379820992604,1.0264192725409211,0.26956665436208505,0.8360632283495508
2001-12-31,-0.0010314362350928913,1.0,0.23910371249690185,1.0001154604371898,0.8660072745343117,1.375919918153595
2002-01-31,0.04820752518356913,1.0,0.2378213954761445,0.9964888944493687,1.2886645973903919,2.100277630304123
2002-02-28,0.046885730207923734,1.0,0.23697105681792655,0.9906758444033874,1.106857469808224,1.2928772584883512
2002-03-31,-0.022800047176972704,1.0,0.24100728856171522,1.0067236759047398,0.6901357779737339,1.1515766329973924
2002-04-30,-0.01713653358570758,1.0,0.24139608579025532,1.0019075857490822,2.27105274138267,2.8431233817180126
2002-05-31,0.03573271590214974,1.0,0.2432245552137619,0.994371169251145,1.6729519989578852,1.9868809052329461
2002-06-30,0.05337758064627547,1.0,0.24408300084831008,0.9795949531066388,0.9970935515025569,1.1720084453460875
2002-07-31,0.027098500361961805,1.0,0.24658938524646562,0.9821631457178445,0.4487105737147127,0.9256664371031108
2002-08-31,0.007410033350404546,1.0,0.2477046921791224,0.9940223936425631,0.17699859923404546,0.9299490709607859
2002-09-30,0.038061732563002985,1.0,0.24763374798247936,0.9725951480463572,0.13470230972909739,0.9972634855940541
2002-10-31,-0.03981663241124301,1.0,0.24930092757642902,1.0254407950139048,0.2636544878432923,1.1778668201271754
2002-11-30,-0.09036991724733705,1.0,0.25125856784122114,1.0315229445903324,0.8034645915450825,1.7734149152569474
2002-12-31,-0.027268961334575566,1.0,0.25784189931803003,1.0032854486499276,2.250128547752484,3.0000000000000004
2003-01-31,-0.003043148756327995,1.0,0.26027207072861946,1.001163639151338,2.478925356330739,1.1455101212914203
2003-02-28,0.00599520354916795,1.0,0.26007020067077713,0.9985033851762414,0.5740226043617751,1.6353782603884297
2003-03-31,-0.001249890220680026,1.0,0.2587086295024798,1.0001638698628355,1.6404664437467769,2.9819035881088807
2003-04-30,-0.03803599533369475,1.0,0.25874987023472384,1.0051856157672163,0.5694164879581377,2.9999999999999982
2003-05-31,0.023800193713136176,1.0,0.2595728992553953,0.9943495010263705,1.7618774436543734,1.718287718793121
2003-06-30,-0.0006388046891463221,1.0,0.2609642862685932,1.000292726276106,0.9691956587677343,0.9707248603065215
2003-07-31,0.015003352546003825,1.0,0.26079097213234675,0.9929282264337262,0.19167912891432948,0.9546699007270303
2003-08-31,0.01909680975490445,1.0,0.26094647308406155,0.9892145448267989,0.16701130858964153,0.9293696275962522
2003-09-30,-0.00404081504748518,1.0,0.26143565964147863,1.0029127079612932,0.17803209145810345,0.8476491473010288
2003-10-31,0.01797550800514314,1.0,0.26136856166832817,0.9900080576430544,0.16920130291037458,0.9303122829804037
2003-11-30,0.0036241871624557234,1.0,0.2616102673415434,0.9974747644355685,0.13562265968241577,0.965276339382529
2003-12-31,-0.024453137950435962,1.0,0.261276353625205,1.0113099970864265,1.2054379334241148,1.83958616146029
2004-01-31,0.05060267440868837,1.0,0.2617903284520923,0.9881576308900348,1.2255365733252148,2.9337497413264373
2004-02-29,-0.025468403211254816,1.0,0.2623869996484297,1.0103973539663174,1.3096208690510138,1.7728236571281373
2004-03-31,-0.016390840030634613,1.0,0.26236966661417777,1.0048642446233818,0.671102592915298,2.338555864464859
2004-04-30,-0.03853141471098308,1.0,0.2623700845125486,1.010862689819958,0.2760050592230999,2.4009833145796833
