model,budget,selected,validation_sharpe,validation_loss,test_sharpe,test_loss,mean_C,mean_lambda,mean_IS_Sharpe
drop_sleeves_trading_frictions,16.0,False,0.6904568671643201,0.8497883412536863,0.6858277938593433,0.9548497149947873,16.0,0.0029835544134895462,3.109646416431845
drop_sleeves_trading_frictions,24.0,False,0.7313240737445975,0.8385472672565613,0.6899855476138296,0.9454648500026748,24.0,0.0014498036627591255,3.7444438421894084
drop_sleeves_trading_frictions,32.0,True,0.7468255454166449,0.8355026713521383,0.696042798080483,0.9380985664917249,32.0,0.0008179735885591353,4.421306203269856
drop_sleeves_trading_frictions,48.0,False,0.7345432515209334,0.8370353290979081,0.7370313650178515,0.9336669114897118,48.0,0.00032169660202463187,6.0231424858318645
drop_sleeves_trading_frictions,64.0,False,0.7113275529553695,0.8448540017925691,0.7348884626725949,0.9488210714215978,64.0,0.00014255160139259676,8.414932950131291
drop_sleeves_trading_frictions,96.0,False,0.6430038907685439,0.8954388009528491,0.6673824409334668,1.042946366422673,96.0,2.5408115169035087e-05,19.991418890241007
drop_sleeves_trading_frictions,118.0,False,0.5915038452435781,0.9795159441870375,0.5727684918577048,1.1803739575153118,118.0,1.275842717912823e-06,230.0247823904491
drop_sleeves_value,0.5,False,0.6085230041812312,0.9906147102524046,0.4826727032344539,0.9976445153869686,0.5,0.24599607083149114,1.76406540256231
drop_sleeves_value,1.0,True,0.6098140373064125,0.9814732137863039,0.5032503816952117,0.9953611825769676,1.0,0.11911506332623469,1.8206226232463774
drop_sleeves_value,2.0,False,0.6079072549274772,0.9642444464060136,0.5442998931484916,0.9910189617799362,2.0,0.055969352377800874,1.925055370956024
drop_sleeves_value,4.0,False,0.5994303303148265,0.9348865763712696,0.6012914139616513,0.9833277619186508,4.0,0.024889375950629622,2.104335616018197
drop_sleeves_value,8.0,False,0.5882437048829189,0.8942061278599049,0.6616631035913993,0.971840330627619,8.0,0.01006219659917266,2.4445945314095643
drop_sleeves_value,12.0,False,0.5741486590758043,0.8694812430122802,0.6835867788388879,0.964181340912022,12.0,0.005542964251208243,2.7670302740235675
drop_sleeves_value,16.0,False,0.5580721789805501,0.8540750617420265,0.6832671028547851,0.958758283670093,16.0,0.0034918858576151175,3.084359238134623
drop_sleeves_value,24.0,False,0.5421098046449618,0.837808759046484,0.6627968868361506,0.9512985648915021,24.0,0.0017017375327872393,3.693437900860795
drop_sleeves_value,32.0,False,0.5352370245004358,0.8305048750009724,0.6659603806294586,0.9467090880325537,32.0,0.0009621908945611977,4.337772043219917
drop_sleeves_value,48.0,False,0.547947157629471,0.8244129179795443,0.7179574324929613,0.9470016662244543,48.0,0.0003798646733148773,6.044014840830688
