dataset,location,weighting,T,year,C_old,C_recent,C_all,C_gate2,C_median,C_minimax,stack2_w_gate,stack3_n_arms,selector_disagreement
world_market_vwcap,world,vw_cap,120,2010,16.0,32.0,16.0,16.0,16.0,16.0,1.0,2,1.0
world_market_vwcap,world,vw_cap,120,2011,32.0,16.0,16.0,16.0,16.0,16.0,1.0,2,1.0
world_market_vwcap,world,vw_cap,120,2012,16.0,32.0,32.0,16.0,32.0,32.0,0.41043144680270294,2,1.0
world_market_vwcap,world,vw_cap,120,2013,16.0,32.0,32.0,16.0,32.0,32.0,0.45036121720567823,2,1.0
world_market_vwcap,world,vw_cap,120,2014,32.0,16.0,32.0,32.0,32.0,32.0,1.0,2,1.0
world_market_vwcap,world,vw_cap,120,2015,32.0,16.0,16.0,16.0,16.0,32.0,1.0,2,1.0
world_market_vwcap,world,vw_cap,120,2016,16.0,32.0,16.0,16.0,16.0,16.0,1.0,2,1.0
world_market_vwcap,world,vw_cap,120,2017,32.0,16.0,16.0,16.0,16.0,32.0,1.0,2,1.0
world_market_vwcap,world,vw_cap,120,2018,32.0,16.0,16.0,16.0,16.0,32.0,1.0,2,1.0
world_market_vwcap,world,vw_cap,120,2019,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
world_market_vwcap,world,vw_cap,120,2020,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
world_market_vwcap,world,vw_cap,120,2021,32.0,16.0,16.0,16.0,16.0,16.0,1.0,2,1.0
world_market_vwcap,world,vw_cap,120,2022,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
world_market_vwcap,world,vw_cap,120,2023,16.0,8.0,16.0,16.0,16.0,8.0,1.0,2,1.0
world_market_vwcap,world,vw_cap,120,2024,16.0,8.0,16.0,16.0,16.0,8.0,1.0,2,1.0
world_market_vwcap,world,vw_cap,120,2025,16.0,8.0,8.0,8.0,8.0,8.0,1.0,2,1.0
world_market_vwcap,world,vw_cap,240,2016,32.0,32.0,32.0,32.0,32.0,32.0,1.0,1,0.0
world_market_vwcap,world,vw_cap,240,2017,32.0,16.0,32.0,32.0,32.0,32.0,1.0,2,1.0
world_market_vwcap,world,vw_cap,240,2018,32.0,32.0,32.0,32.0,32.0,32.0,1.0,1,0.0
world_market_vwcap,world,vw_cap,240,2019,32.0,32.0,32.0,32.0,32.0,32.0,1.0,1,0.0
world_market_vwcap,world,vw_cap,240,2020,32.0,32.0,32.0,32.0,32.0,32.0,1.0,1,0.0
world_market_vwcap,world,vw_cap,240,2021,32.0,32.0,32.0,32.0,32.0,32.0,1.0,1,0.0
world_market_vwcap,world,vw_cap,240,2022,16.0,32.0,32.0,16.0,32.0,32.0,0.38931966405165036,2,1.0
world_market_vwcap,world,vw_cap,240,2023,32.0,32.0,32.0,32.0,32.0,32.0,1.0,1,0.0
world_market_vwcap,world,vw_cap,240,2024,32.0,32.0,32.0,32.0,32.0,32.0,1.0,1,0.0
world_market_vwcap,world,vw_cap,240,2025,32.0,8.0,32.0,32.0,32.0,8.0,1.0,2,2.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,60,2007,16.0,8.0,16.0,16.0,16.0,16.0,1.0,2,1.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,60,2008,16.0,8.0,16.0,16.0,16.0,16.0,1.0,2,1.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,60,2009,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,60,2010,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,60,2011,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,60,2012,8.0,16.0,16.0,8.0,16.0,16.0,0.09656655922186584,2,1.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,60,2013,8.0,16.0,16.0,8.0,16.0,16.0,0.17900289061932417,2,1.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,60,2014,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,60,2015,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,60,2016,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,60,2017,16.0,8.0,16.0,16.0,16.0,16.0,1.0,2,1.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,60,2018,16.0,8.0,16.0,16.0,16.0,16.0,1.0,2,1.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,60,2019,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,60,2020,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,60,2021,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,60,2022,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1,0.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,60,2023,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1,0.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,60,2024,16.0,4.0,8.0,8.0,8.0,4.0,1.0,3,2.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,60,2025,16.0,4.0,8.0,8.0,8.0,4.0,1.0,3,2.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,120,2012,4.0,16.0,16.0,4.0,16.0,16.0,0.08391660309540783,2,2.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,120,2013,8.0,16.0,16.0,8.0,16.0,16.0,0.0,2,1.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,120,2014,8.0,16.0,16.0,8.0,16.0,8.0,0.0,2,1.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,120,2015,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,120,2016,16.0,32.0,16.0,16.0,16.0,16.0,1.0,2,1.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,120,2017,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,120,2018,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,120,2019,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,120,2020,16.0,32.0,16.0,16.0,16.0,32.0,1.0,2,1.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,120,2021,32.0,32.0,32.0,32.0,32.0,32.0,1.0,1,0.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,120,2022,16.0,8.0,16.0,16.0,16.0,8.0,1.0,2,1.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,120,2023,16.0,4.0,16.0,16.0,16.0,4.0,1.0,2,2.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,120,2024,16.0,4.0,16.0,16.0,16.0,4.0,1.0,2,2.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,120,2025,32.0,4.0,16.0,16.0,16.0,4.0,1.0,3,3.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,240,2022,32.0,32.0,32.0,32.0,32.0,32.0,1.0,1,0.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,240,2023,32.0,32.0,32.0,32.0,32.0,32.0,1.0,1,0.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,240,2024,32.0,32.0,32.0,32.0,32.0,32.0,1.0,1,0.0
world_ex_us_market_vwcap,world_ex_us,vw_cap,240,2025,32.0,8.0,32.0,32.0,32.0,8.0,1.0,2,2.0
developed_market_vwcap,developed,vw_cap,60,2007,16.0,8.0,16.0,16.0,16.0,16.0,1.0,2,1.0
developed_market_vwcap,developed,vw_cap,60,2008,16.0,8.0,16.0,16.0,16.0,16.0,1.0,2,1.0
developed_market_vwcap,developed,vw_cap,60,2009,16.0,8.0,16.0,16.0,16.0,16.0,1.0,2,1.0
developed_market_vwcap,developed,vw_cap,60,2010,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
developed_market_vwcap,developed,vw_cap,60,2011,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
developed_market_vwcap,developed,vw_cap,60,2012,8.0,16.0,16.0,8.0,16.0,16.0,0.3405524547931063,2,1.0
developed_market_vwcap,developed,vw_cap,60,2013,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1,0.0
developed_market_vwcap,developed,vw_cap,60,2014,8.0,16.0,8.0,8.0,8.0,16.0,1.0,2,1.0
developed_market_vwcap,developed,vw_cap,60,2015,16.0,8.0,8.0,8.0,8.0,16.0,1.0,2,1.0
developed_market_vwcap,developed,vw_cap,60,2016,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
developed_market_vwcap,developed,vw_cap,60,2017,16.0,8.0,16.0,16.0,16.0,16.0,1.0,2,1.0
developed_market_vwcap,developed,vw_cap,60,2018,8.0,16.0,16.0,8.0,16.0,8.0,0.47089805821759523,2,1.0
developed_market_vwcap,developed,vw_cap,60,2019,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
developed_market_vwcap,developed,vw_cap,60,2020,8.0,16.0,16.0,8.0,16.0,16.0,0.40426768487660364,2,1.0
developed_market_vwcap,developed,vw_cap,60,2021,16.0,8.0,8.0,8.0,8.0,8.0,1.0,2,1.0
developed_market_vwcap,developed,vw_cap,60,2022,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1,0.0
developed_market_vwcap,developed,vw_cap,60,2023,16.0,8.0,8.0,8.0,8.0,8.0,1.0,2,1.0
developed_market_vwcap,developed,vw_cap,60,2024,16.0,4.0,8.0,8.0,8.0,4.0,1.0,3,2.0
developed_market_vwcap,developed,vw_cap,60,2025,16.0,4.0,8.0,8.0,8.0,4.0,1.0,3,2.0
developed_market_vwcap,developed,vw_cap,120,2012,4.0,16.0,16.0,4.0,16.0,16.0,0.1281287645269215,2,2.0
developed_market_vwcap,developed,vw_cap,120,2013,8.0,16.0,16.0,8.0,16.0,16.0,0.0017450727887044814,2,1.0
developed_market_vwcap,developed,vw_cap,120,2014,8.0,16.0,16.0,8.0,16.0,8.0,0.06254045882455059,2,1.0
developed_market_vwcap,developed,vw_cap,120,2015,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
developed_market_vwcap,developed,vw_cap,120,2016,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
developed_market_vwcap,developed,vw_cap,120,2017,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
developed_market_vwcap,developed,vw_cap,120,2018,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
developed_market_vwcap,developed,vw_cap,120,2019,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
developed_market_vwcap,developed,vw_cap,120,2020,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
developed_market_vwcap,developed,vw_cap,120,2021,16.0,8.0,16.0,16.0,16.0,8.0,1.0,2,1.0
developed_market_vwcap,developed,vw_cap,120,2022,16.0,8.0,8.0,8.0,8.0,8.0,1.0,2,1.0
developed_market_vwcap,developed,vw_cap,120,2023,16.0,8.0,16.0,16.0,16.0,8.0,1.0,2,1.0
developed_market_vwcap,developed,vw_cap,120,2024,16.0,8.0,16.0,16.0,16.0,8.0,1.0,2,1.0
developed_market_vwcap,developed,vw_cap,120,2025,16.0,8.0,8.0,8.0,8.0,8.0,1.0,2,1.0
developed_market_vwcap,developed,vw_cap,240,2022,16.0,32.0,32.0,16.0,32.0,32.0,0.4579376314382014,2,1.0
developed_market_vwcap,developed,vw_cap,240,2023,32.0,32.0,32.0,32.0,32.0,32.0,1.0,1,0.0
developed_market_vwcap,developed,vw_cap,240,2024,32.0,16.0,16.0,16.0,16.0,16.0,1.0,2,1.0
developed_market_vwcap,developed,vw_cap,240,2025,32.0,8.0,16.0,16.0,16.0,8.0,1.0,3,2.0
emerging_market_vwcap,emerging,vw_cap,60,2018,8.0,16.0,8.0,8.0,8.0,8.0,1.0,2,1.0
emerging_market_vwcap,emerging,vw_cap,60,2019,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1,0.0
emerging_market_vwcap,emerging,vw_cap,60,2020,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
emerging_market_vwcap,emerging,vw_cap,60,2021,8.0,16.0,16.0,8.0,16.0,16.0,0.30024444888604007,2,1.0
emerging_market_vwcap,emerging,vw_cap,60,2022,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1,0.0
emerging_market_vwcap,emerging,vw_cap,60,2023,16.0,4.0,8.0,8.0,8.0,4.0,1.0,3,2.0
emerging_market_vwcap,emerging,vw_cap,60,2024,8.0,4.0,8.0,8.0,8.0,4.0,1.0,2,1.0
emerging_market_vwcap,emerging,vw_cap,60,2025,16.0,2.0,8.0,8.0,8.0,4.0,1.0,3,3.0
emerging_market_vwcap,emerging,vw_cap,120,2023,16.0,4.0,16.0,16.0,16.0,4.0,1.0,2,2.0
emerging_market_vwcap,emerging,vw_cap,120,2024,16.0,4.0,16.0,16.0,16.0,4.0,1.0,2,2.0
emerging_market_vwcap,emerging,vw_cap,120,2025,16.0,2.0,16.0,16.0,16.0,8.0,1.0,2,3.0
usa_market_vwcap,usa,vw_cap,60,2005,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1,0.0
usa_market_vwcap,usa,vw_cap,60,2006,4.0,16.0,8.0,4.0,8.0,16.0,0.19870585597869317,3,2.0
usa_market_vwcap,usa,vw_cap,60,2007,8.0,16.0,8.0,8.0,8.0,8.0,1.0,2,1.0
usa_market_vwcap,usa,vw_cap,60,2008,8.0,2.0,8.0,8.0,8.0,4.0,1.0,2,2.0
usa_market_vwcap,usa,vw_cap,60,2009,8.0,4.0,8.0,8.0,8.0,4.0,1.0,2,1.0
usa_market_vwcap,usa,vw_cap,60,2010,8.0,4.0,8.0,8.0,8.0,4.0,1.0,2,1.0
usa_market_vwcap,usa,vw_cap,60,2011,16.0,4.0,8.0,8.0,8.0,4.0,1.0,3,2.0
usa_market_vwcap,usa,vw_cap,60,2012,16.0,4.0,4.0,4.0,4.0,4.0,1.0,2,2.0
usa_market_vwcap,usa,vw_cap,60,2013,2.0,4.0,4.0,2.0,4.0,4.0,0.0,2,1.0
usa_market_vwcap,usa,vw_cap,60,2014,4.0,8.0,4.0,4.0,4.0,4.0,1.0,2,1.0
usa_market_vwcap,usa,vw_cap,60,2015,4.0,8.0,4.0,4.0,4.0,4.0,1.0,2,1.0
usa_market_vwcap,usa,vw_cap,60,2016,4.0,8.0,4.0,4.0,4.0,4.0,1.0,2,1.0
usa_market_vwcap,usa,vw_cap,60,2017,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,0.0
usa_market_vwcap,usa,vw_cap,60,2018,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,0.0
usa_market_vwcap,usa,vw_cap,60,2019,8.0,4.0,4.0,4.0,4.0,8.0,1.0,2,1.0
usa_market_vwcap,usa,vw_cap,60,2020,8.0,4.0,4.0,4.0,4.0,4.0,1.0,2,1.0
usa_market_vwcap,usa,vw_cap,60,2021,8.0,4.0,4.0,4.0,4.0,4.0,1.0,2,1.0
usa_market_vwcap,usa,vw_cap,60,2022,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,0.0
usa_market_vwcap,usa,vw_cap,60,2023,4.0,8.0,4.0,4.0,4.0,8.0,1.0,2,1.0
usa_market_vwcap,usa,vw_cap,60,2024,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,0.0
usa_market_vwcap,usa,vw_cap,60,2025,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,0.0
usa_market_vwcap,usa,vw_cap,120,2005,8.0,16.0,8.0,8.0,8.0,16.0,1.0,2,1.0
usa_market_vwcap,usa,vw_cap,120,2006,8.0,16.0,8.0,8.0,8.0,16.0,1.0,2,1.0
usa_market_vwcap,usa,vw_cap,120,2007,8.0,32.0,8.0,8.0,8.0,16.0,1.0,2,2.0
usa_market_vwcap,usa,vw_cap,120,2008,8.0,2.0,8.0,8.0,8.0,4.0,1.0,2,2.0
usa_market_vwcap,usa,vw_cap,120,2009,8.0,16.0,8.0,8.0,8.0,16.0,1.0,2,1.0
usa_market_vwcap,usa,vw_cap,120,2010,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
usa_market_vwcap,usa,vw_cap,120,2011,16.0,8.0,16.0,16.0,16.0,8.0,1.0,2,1.0
usa_market_vwcap,usa,vw_cap,120,2012,32.0,16.0,16.0,16.0,16.0,16.0,1.0,2,1.0
usa_market_vwcap,usa,vw_cap,120,2013,2.0,16.0,16.0,2.0,16.0,16.0,0.24862518053765592,2,3.0
usa_market_vwcap,usa,vw_cap,120,2014,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
usa_market_vwcap,usa,vw_cap,120,2015,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
usa_market_vwcap,usa,vw_cap,120,2016,8.0,16.0,16.0,8.0,16.0,8.0,0.4123732524210575,2,1.0
usa_market_vwcap,usa,vw_cap,120,2017,16.0,8.0,8.0,8.0,8.0,16.0,1.0,2,1.0
usa_market_vwcap,usa,vw_cap,120,2018,16.0,8.0,16.0,16.0,16.0,16.0,1.0,2,1.0
usa_market_vwcap,usa,vw_cap,120,2019,16.0,8.0,16.0,16.0,16.0,16.0,1.0,2,1.0
usa_market_vwcap,usa,vw_cap,120,2020,16.0,8.0,16.0,16.0,16.0,8.0,1.0,2,1.0
usa_market_vwcap,usa,vw_cap,120,2021,16.0,8.0,8.0,8.0,8.0,16.0,1.0,2,1.0
usa_market_vwcap,usa,vw_cap,120,2022,8.0,16.0,8.0,8.0,8.0,8.0,1.0,2,1.0
usa_market_vwcap,usa,vw_cap,120,2023,8.0,16.0,8.0,8.0,8.0,16.0,1.0,2,1.0
usa_market_vwcap,usa,vw_cap,120,2024,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1,0.0
usa_market_vwcap,usa,vw_cap,120,2025,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1,0.0
usa_market_vwcap,usa,vw_cap,240,2005,16.0,8.0,16.0,16.0,16.0,8.0,1.0,2,1.0
usa_market_vwcap,usa,vw_cap,240,2006,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
usa_market_vwcap,usa,vw_cap,240,2007,16.0,8.0,16.0,16.0,16.0,8.0,1.0,2,1.0
usa_market_vwcap,usa,vw_cap,240,2008,16.0,4.0,16.0,16.0,16.0,4.0,1.0,2,2.0
usa_market_vwcap,usa,vw_cap,240,2009,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
usa_market_vwcap,usa,vw_cap,240,2010,8.0,16.0,16.0,8.0,16.0,16.0,0.38004355770951687,2,1.0
usa_market_vwcap,usa,vw_cap,240,2011,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
usa_market_vwcap,usa,vw_cap,240,2012,8.0,32.0,16.0,8.0,16.0,32.0,0.3027558693736726,3,2.0
usa_market_vwcap,usa,vw_cap,240,2013,4.0,16.0,16.0,4.0,16.0,16.0,0.2292290249643091,2,2.0
usa_market_vwcap,usa,vw_cap,240,2014,16.0,32.0,16.0,16.0,16.0,16.0,1.0,2,1.0
usa_market_vwcap,usa,vw_cap,240,2015,16.0,32.0,16.0,16.0,16.0,16.0,1.0,2,1.0
usa_market_vwcap,usa,vw_cap,240,2016,16.0,32.0,16.0,16.0,16.0,16.0,1.0,2,1.0
usa_market_vwcap,usa,vw_cap,240,2017,32.0,8.0,16.0,16.0,16.0,32.0,1.0,3,2.0
usa_market_vwcap,usa,vw_cap,240,2018,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
usa_market_vwcap,usa,vw_cap,240,2019,32.0,16.0,16.0,16.0,16.0,8.0,1.0,2,1.0
usa_market_vwcap,usa,vw_cap,240,2020,32.0,16.0,16.0,16.0,16.0,16.0,1.0,2,1.0
usa_market_vwcap,usa,vw_cap,240,2021,32.0,16.0,16.0,16.0,16.0,16.0,1.0,2,1.0
usa_market_vwcap,usa,vw_cap,240,2022,8.0,16.0,16.0,8.0,16.0,16.0,0.16871470570920635,2,1.0
usa_market_vwcap,usa,vw_cap,240,2023,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
usa_market_vwcap,usa,vw_cap,240,2024,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
usa_market_vwcap,usa,vw_cap,240,2025,16.0,16.0,16.0,16.0,16.0,16.0,1.0,1,0.0
gbr_market_vwcap,gbr,vw_cap,60,2005,4.0,8.0,4.0,4.0,4.0,8.0,1.0,2,1.0
gbr_market_vwcap,gbr,vw_cap,60,2006,4.0,16.0,4.0,4.0,4.0,4.0,1.0,2,2.0
gbr_market_vwcap,gbr,vw_cap,60,2007,4.0,16.0,4.0,4.0,4.0,4.0,1.0,2,2.0
gbr_market_vwcap,gbr,vw_cap,60,2008,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,0.0
gbr_market_vwcap,gbr,vw_cap,60,2009,4.0,8.0,4.0,4.0,4.0,4.0,1.0,2,1.0
gbr_market_vwcap,gbr,vw_cap,60,2010,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1,0.0
gbr_market_vwcap,gbr,vw_cap,60,2011,16.0,8.0,8.0,8.0,8.0,8.0,1.0,2,1.0
gbr_market_vwcap,gbr,vw_cap,60,2012,16.0,8.0,8.0,8.0,8.0,8.0,1.0,2,1.0
gbr_market_vwcap,gbr,vw_cap,60,2013,4.0,8.0,8.0,4.0,8.0,8.0,0.0,2,1.0
gbr_market_vwcap,gbr,vw_cap,60,2014,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1,0.0
gbr_market_vwcap,gbr,vw_cap,60,2015,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1,0.0
gbr_market_vwcap,gbr,vw_cap,60,2016,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1,0.0
gbr_market_vwcap,gbr,vw_cap,60,2017,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1,0.0
gbr_market_vwcap,gbr,vw_cap,60,2018,8.0,4.0,8.0,8.0,8.0,8.0,1.0,2,1.0
gbr_market_vwcap,gbr,vw_cap,60,2019,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1,0.0
gbr_market_vwcap,gbr,vw_cap,60,2020,8.0,4.0,8.0,8.0,8.0,4.0,1.0,2,1.0
gbr_market_vwcap,gbr,vw_cap,60,2021,8.0,0.0,8.0,8.0,8.0,0.0,1.0,2,5.0
gbr_market_vwcap,gbr,vw_cap,60,2022,8.0,2.0,8.0,8.0,8.0,2.0,1.0,2,2.0
gbr_market_vwcap,gbr,vw_cap,60,2023,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,0.0
gbr_market_vwcap,gbr,vw_cap,60,2024,8.0,0.0,4.0,4.0,4.0,0.0,1.0,3,5.0
gbr_market_vwcap,gbr,vw_cap,60,2025,4.0,1.0,2.0,2.0,2.0,1.0,1.0,3,2.0
gbr_market_vwcap,gbr,vw_cap,120,2007,4.0,8.0,4.0,4.0,4.0,4.0,1.0,2,1.0
gbr_market_vwcap,gbr,vw_cap,120,2008,4.0,2.0,4.0,4.0,4.0,4.0,1.0,2,1.0
gbr_market_vwcap,gbr,vw_cap,120,2009,4.0,2.0,4.0,4.0,4.0,4.0,1.0,2,1.0
gbr_market_vwcap,gbr,vw_cap,120,2010,4.0,8.0,4.0,4.0,4.0,8.0,1.0,2,1.0
gbr_market_vwcap,gbr,vw_cap,120,2011,4.0,8.0,4.0,4.0,4.0,8.0,1.0,2,1.0
gbr_market_vwcap,gbr,vw_cap,120,2012,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1,0.0
gbr_market_vwcap,gbr,vw_cap,120,2013,2.0,8.0,8.0,2.0,8.0,8.0,0.0,2,2.0
gbr_market_vwcap,gbr,vw_cap,120,2014,2.0,16.0,8.0,2.0,8.0,2.0,0.0,3,3.0
gbr_market_vwcap,gbr,vw_cap,120,2015,8.0,16.0,8.0,8.0,8.0,8.0,1.0,2,1.0
gbr_market_vwcap,gbr,vw_cap,120,2016,8.0,16.0,8.0,8.0,8.0,8.0,1.0,2,1.0
gbr_market_vwcap,gbr,vw_cap,120,2017,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1,0.0
gbr_market_vwcap,gbr,vw_cap,120,2018,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1,0.0
