window,model,block,delta_sr,low_sr,high_sr,sim_low_sr,sim_high_sr,gain_loss,low_loss,high_loss
60,intangibles,6,0.27693630750612774,-0.054560305800652256,0.5894662985152593,-0.22753233162234987,0.7814049466346054,0.004888262749018595,-0.0644043613684576,0.06637478079204462
60,investment,6,0.5706610792138371,0.2361247616874601,0.8908691290384663,0.06619244008535952,1.0751297183423147,0.03234649550662238,-0.02140541920320907,0.08283652023064868
60,momentum,6,-0.05441773512134246,-0.15429818818063817,0.009781966219464628,-0.55888637424982,0.45005090400713516,-0.01047920747303054,-0.028348395662787938,0.0015336294392497216
60,new,6,-0.0019814104510401664,-0.029308064841867047,0.022987931196089547,-0.5064500495795178,0.5024872286774374,-0.0002648007324549033,-0.0043337698419474375,0.0038368246363188405
60,profitability,6,0.17976468208228072,-0.045056990043854266,0.4014550511659133,-0.3247039570461969,0.6842333212107583,0.009436851081031601,-0.024177095083579216,0.04436278093201832
60,trading_frictions,6,0.14312415312354484,-0.08434555834776394,0.3904028204903483,-0.36134448600493274,0.6475927922520225,0.011113287173032622,-0.020971357823768015,0.044183785153282536
60,value,6,0.6100374634987835,0.19407714109793464,0.9896721010126943,0.1055688243703059,1.1145061026272611,-0.00568588382180436,-0.08996340713220097,0.07901575708591435
60,all_extensions,6,0.881995489577778,0.4403013008806134,1.3082402758515643,0.37752685044930034,1.3864641287062556,0.0752604770762537,-0.009758925788297311,0.15894459857553286
60,admission_gate,6,0.06090568621191331,-0.18232942111320843,0.30976422283540955,-0.44356295291656433,0.5653743253403909,-0.017606725322007313,-0.054895517391651355,0.018511114472883356
60,unhedged_all_extensions,6,0.7704900285610894,0.32619205550720964,1.2195269784671894,0.2660213894326118,1.274958667689567,-0.03652052239095877,-0.1938899184800491,0.09813255148884746
60,intangibles,12,0.27693630750612774,-0.027457280455249193,0.5938406156978747,-0.24316651931438982,0.7970391343266453,0.004888262749018595,-0.06621179043591285,0.06602933565678087
60,investment,12,0.5706610792138371,0.21069025453626228,0.9404531186967482,0.05055825239331957,1.0907639060343546,0.03234649550662238,-0.02067835836229011,0.08844478743153214
60,momentum,12,-0.05441773512134246,-0.15966328180289438,0.00428811262656384,-0.5745205619418601,0.4656850916991751,-0.01047920747303054,-0.029326005679587396,0.0013482118261717467
60,new,12,-0.0019814104510401664,-0.02645898069643897,0.019290545345950795,-0.5220842372715577,0.5181214163694774,-0.0002648007324549033,-0.003777923840263555,0.0031636690702991684
60,profitability,12,0.17976468208228072,-0.030887945959608885,0.38673023397665773,-0.34033814473823687,0.6998675089027983,0.009436851081031601,-0.02549566530156499,0.04620169658669873
60,trading_frictions,12,0.14312415312354484,-0.09154373204374548,0.38862222297888765,-0.3769786736969727,0.6632269799440624,0.011113287173032622,-0.020349960195233305,0.045487240310161846
60,value,12,0.6100374634987835,0.21235450023129016,0.9476139912571656,0.08993463667826596,1.130140290319301,-0.00568588382180436,-0.07392718323609127,0.05983825402678584
60,all_extensions,12,0.881995489577778,0.43436134587458897,1.309876250493094,0.3618926627572604,1.4020983163982956,0.0752604770762537,-0.0007315572427977848,0.1532953221383721
60,admission_gate,12,0.06090568621191331,-0.18388731175303566,0.30663389930975815,-0.4591971406086043,0.5810085130324308,-0.017606725322007313,-0.05040196171602025,0.012742562081825566
60,unhedged_all_extensions,12,0.7704900285610894,0.2953411173107316,1.281095820009464,0.25038720174057183,1.290592855381607,-0.03652052239095877,-0.19670247361652024,0.10824726095824473
60,intangibles,24,0.27693630750612774,0.015000222595452544,0.5465703643259758,-0.2313919889476166,0.7852646039598721,0.004888262749018595,-0.050796690591711845,0.05400730655944813
60,investment,24,0.5706610792138371,0.18424293311365625,0.9719540353039536,0.0623327827600928,1.0789893756675815,0.03234649550662238,-0.02152644953221619,0.08409197581798802
60,momentum,24,-0.05441773512134246,-0.16765125424541352,0.0046775999715503004,-0.5627460315750867,0.4539105613324019,-0.01047920747303054,-0.029863851926577627,0.0013652231844165546
60,new,24,-0.0019814104510401664,-0.024850875673628956,0.018433146709555127,-0.5103097069047845,0.5063468860027042,-0.0002648007324549033,-0.003620030355922508,0.00303775961788499
60,profitability,24,0.17976468208228072,0.011185014780375275,0.3288146879309728,-0.32856361437146364,0.688092978536025,0.009436851081031601,-0.012959841578515497,0.033050216614476075
60,trading_frictions,24,0.14312415312354484,-0.10938788947154164,0.3956681490206684,-0.36520414333019946,0.6514524495772892,0.011113287173032622,-0.022695023806476082,0.048142447171949494
60,value,24,0.6100374634987835,0.21989705094301254,0.9566804949912133,0.10170916704503918,1.1183657599525278,-0.00568588382180436,-0.07116563839427945,0.0564601865856078
60,all_extensions,24,0.881995489577778,0.4615388947853775,1.2772655278628193,0.3736671931240336,1.3903237860315223,0.0752604770762537,0.008593432447761274,0.1364471314512552
60,admission_gate,24,0.06090568621191331,-0.2153704584076578,0.3245091191521519,-0.44742261024183105,0.5692339826656576,-0.017606725322007313,-0.05026425353879469,0.010284954051796663
