year,window,group,tune_end,confirmation_end,selected_grid_C_extra,training_total_C,confirmation_loss_gain,simultaneous_lower_bound
2017,120,profitability,2011-12-31,2016-12-31,1.0,4.0,-0.009250534371421877,-0.09687413717216642
2017,120,trading_frictions,2011-12-31,2016-12-31,0.0,3.0,-7.401486830834377e-18,-0.08762360280074455
2017,120,value,2011-12-31,2016-12-31,4.0,7.0,0.08262353721874265,-0.005000065582001889
2017,120,all_extensions,2011-12-31,2016-12-31,8.0,11.0,0.0682085864225357,-0.019415016378208833
2018,120,intangibles,2012-12-31,2017-12-31,0.0,3.0,-7.401486830834377e-18,-0.08802173067326562
2018,120,investment,2012-12-31,2017-12-31,4.0,7.0,0.02374652936357468,-0.0642752013096909
2018,120,momentum,2012-12-31,2017-12-31,0.0,3.0,-7.401486830834377e-18,-0.08802173067326562
2018,120,new,2012-12-31,2017-12-31,2.0,5.0,0.00030314249653566697,-0.08771858817672994
2018,120,profitability,2012-12-31,2017-12-31,0.5,3.5,-0.00031612490877208264,-0.08833785558203769
2018,120,trading_frictions,2012-12-31,2017-12-31,0.5,3.5,-0.002063174512312699,-0.0900849051855783
2018,120,value,2012-12-31,2017-12-31,4.0,7.0,0.08159637592677178,-0.0064253547464938054
2018,120,all_extensions,2012-12-31,2017-12-31,8.0,11.0,0.07224236943723382,-0.015779361236031797
2019,120,intangibles,2013-12-31,2018-12-31,0.0,3.0,-3.7007434154171884e-18,-0.11047804631463197
2019,120,investment,2013-12-31,2018-12-31,8.0,9.86,0.06296390970480874,-0.04751413660982322
2019,120,momentum,2013-12-31,2018-12-31,0.0,3.0,-3.7007434154171884e-18,-0.11047804631463197
2019,120,new,2013-12-31,2018-12-31,1.0,4.0,-0.00543808699886332,-0.11591613331349529
2019,120,profitability,2013-12-31,2018-12-31,0.0,3.0,-3.7007434154171884e-18,-0.11047804631463197
2019,120,trading_frictions,2013-12-31,2018-12-31,0.0,3.0,-3.7007434154171884e-18,-0.11047804631463197
2019,120,value,2013-12-31,2018-12-31,8.0,11.0,0.02660506069225287,-0.08387298562237912
2019,120,all_extensions,2013-12-31,2018-12-31,16.0,19.0,0.08693774670650165,-0.02354029960813031
2020,120,intangibles,2014-12-31,2019-12-31,0.0,3.0,0.0,-0.19186419579000075
2020,120,investment,2014-12-31,2019-12-31,2.0,5.0,0.03849884189479275,-0.153365353895208
2020,120,momentum,2014-12-31,2019-12-31,0.0,3.0,0.0,-0.19186419579000075
2020,120,new,2014-12-31,2019-12-31,2.0,5.0,-0.014347170660218534,-0.20621136645021929
2020,120,profitability,2014-12-31,2019-12-31,0.0,3.0,0.0,-0.19186419579000075
2020,120,trading_frictions,2014-12-31,2019-12-31,0.0,3.0,0.0,-0.19186419579000075
2020,120,value,2014-12-31,2019-12-31,4.0,7.0,0.01580273279907786,-0.1760614629909229
2020,120,all_extensions,2014-12-31,2019-12-31,32.0,35.0,-0.15586150157529052,-0.34772569736529124
2021,120,intangibles,2015-12-31,2020-12-31,0.0,3.0,-1.8503717077085942e-18,-0.3637915930427554
2021,120,investment,2015-12-31,2020-12-31,1.0,4.0,0.020621585779714655,-0.3431700072630407
2021,120,momentum,2015-12-31,2020-12-31,0.0,3.0,-1.8503717077085942e-18,-0.3637915930427554
2021,120,new,2015-12-31,2020-12-31,2.0,5.0,-0.04354164376914753,-0.4073332368119029
2021,120,profitability,2015-12-31,2020-12-31,0.0,3.0,-1.8503717077085942e-18,-0.3637915930427554
2021,120,trading_frictions,2015-12-31,2020-12-31,0.0,3.0,-1.8503717077085942e-18,-0.3637915930427554
2021,120,value,2015-12-31,2020-12-31,4.0,7.0,-0.052197678385500865,-0.41598927142825626
2021,120,all_extensions,2015-12-31,2020-12-31,32.0,35.0,-0.33212324036447577,-0.6959148334072311
2022,120,intangibles,2016-12-31,2021-12-31,0.0,3.0,5.551115123125783e-18,-0.24965725376358824
2022,120,investment,2016-12-31,2021-12-31,1.0,4.0,0.025370947701632052,-0.22428630606195618
2022,120,momentum,2016-12-31,2021-12-31,0.0,3.0,5.551115123125783e-18,-0.24965725376358824
2022,120,new,2016-12-31,2021-12-31,1.0,4.0,-0.010617879956619608,-0.26027513372020783
2022,120,profitability,2016-12-31,2021-12-31,0.0,3.0,5.551115123125783e-18,-0.24965725376358824
2022,120,trading_frictions,2016-12-31,2021-12-31,0.5,3.5,0.0034815333640758343,-0.2461757203995124
2022,120,value,2016-12-31,2021-12-31,4.0,7.0,0.0564110814128136,-0.19324617235077465
2022,120,all_extensions,2016-12-31,2021-12-31,16.0,19.0,0.13469976985452442,-0.11495748390906382
2023,120,intangibles,2017-12-31,2022-12-31,0.0,3.0,1.8503717077085942e-18,-0.23855967004232312
2023,120,investment,2017-12-31,2022-12-31,2.0,5.0,0.03355659872599019,-0.2050030713163329
2023,120,momentum,2017-12-31,2022-12-31,0.0,3.0,1.8503717077085942e-18,-0.23855967004232312
2023,120,new,2017-12-31,2022-12-31,1.0,4.0,-0.013337805324488423,-0.25189747536681156
2023,120,profitability,2017-12-31,2022-12-31,0.0,3.0,1.8503717077085942e-18,-0.23855967004232312
2023,120,trading_frictions,2017-12-31,2022-12-31,0.0,3.0,1.8503717077085942e-18,-0.23855967004232312
2023,120,value,2017-12-31,2022-12-31,4.0,7.0,0.08495162790617253,-0.15360804213615065
2023,120,all_extensions,2017-12-31,2022-12-31,16.0,19.0,0.13326332117652898,-0.10529634886579414
2024,120,intangibles,2018-12-31,2023-12-31,4.0,7.0,0.038009245978288995,-0.19044956981634104
2024,120,investment,2018-12-31,2023-12-31,4.0,7.0,-0.027728505294003603,-0.2561873210886336
2024,120,momentum,2018-12-31,2023-12-31,4.0,6.920000000000001,-0.09310685812440483,-0.32156567391903484
2024,120,new,2018-12-31,2023-12-31,0.0,3.0,1.8503717077085942e-18,-0.22845881579463
2024,120,profitability,2018-12-31,2023-12-31,2.0,5.0,0.07153115259812122,-0.1569276631965088
2024,120,trading_frictions,2018-12-31,2023-12-31,0.0,3.0,1.8503717077085942e-18,-0.22845881579463
2024,120,value,2018-12-31,2023-12-31,2.0,5.0,0.04793606600892544,-0.18052274978570457
2024,120,all_extensions,2018-12-31,2023-12-31,16.0,19.0,0.12044215449684284,-0.10801666129778717
2025,120,intangibles,2019-12-31,2024-12-31,4.0,7.0,-0.012842360157049959,-0.17562294426558112
2025,120,investment,2019-12-31,2024-12-31,2.0,5.0,0.04471394686144595,-0.11806663724708519
2025,120,momentum,2019-12-31,2024-12-31,0.0,3.0,5.551115123125783e-18,-0.16278058410853113
2025,120,new,2019-12-31,2024-12-31,0.0,3.0,5.551115123125783e-18,-0.16278058410853113
2025,120,profitability,2019-12-31,2024-12-31,2.0,5.0,0.05473944682473772,-0.10804113728379339
2025,120,trading_frictions,2019-12-31,2024-12-31,4.0,7.0,0.006502876100823429,-0.15627770800770768
2025,120,value,2019-12-31,2024-12-31,2.0,5.0,0.04700740355483332,-0.11577318055369781
2025,120,all_extensions,2019-12-31,2024-12-31,8.0,11.0,0.10143181178043308,-0.06134877232809803
2005,240,intangibles,1999-12-31,2004-12-31,8.0,11.0,0.2318641367041428,-0.23212917342456224
2005,240,investment,1999-12-31,2004-12-31,4.0,7.0,0.07193633944096876,-0.3920569706877364
2005,240,momentum,1999-12-31,2004-12-31,1.0,4.0,0.00970820845721504,-0.45428510167149005
2005,240,new,1999-12-31,2004-12-31,0.0,3.0,-2.5673907444456746e-17,-0.4639933101287051
2005,240,profitability,1999-12-31,2004-12-31,0.0,3.0,-2.5673907444456746e-17,-0.4639933101287051
2005,240,trading_frictions,1999-12-31,2004-12-31,8.0,11.0,-0.319837061247768,-0.7838303713764732
2005,240,value,1999-12-31,2004-12-31,16.0,14.759999999999998,0.12961998001875616,-0.33437333010994896
2005,240,all_extensions,1999-12-31,2004-12-31,16.0,19.0,0.39891485537638643,-0.06507845475231866
2006,240,intangibles,2000-12-31,2005-12-31,8.0,11.0,0.24456208256591014,-0.07183665816345855
2006,240,investment,2000-12-31,2005-12-31,2.0,5.0,0.15219671451960082,-0.16420202620976798
2006,240,momentum,2000-12-31,2005-12-31,0.0,3.0,-9.945747928933694e-18,-0.31639874072936874
2006,240,new,2000-12-31,2005-12-31,0.0,3.0,-9.945747928933694e-18,-0.31639874072936874
2006,240,profitability,2000-12-31,2005-12-31,0.5,3.5,0.037358097904888934,-0.2790406428244798
2006,240,trading_frictions,2000-12-31,2005-12-31,0.5,3.5,0.029474508256718716,-0.28692423247265003
2006,240,value,2000-12-31,2005-12-31,8.0,11.0,0.4100138868818525,0.09361514615248395
2006,240,all_extensions,2000-12-31,2005-12-31,8.0,11.0,0.35537092441095663,0.03897218368158789
2007,240,intangibles,2001-12-31,2006-12-31,8.0,11.0,0.009850137094137552,-0.20391575403354556
2007,240,investment,2001-12-31,2006-12-31,2.0,5.0,0.01514323577233147,-0.19862265535535167
2007,240,momentum,2001-12-31,2006-12-31,0.5,3.5,0.007157136361545696,-0.20660875476613746
2007,240,new,2001-12-31,2006-12-31,0.0,3.0,-1.295260195396016e-17,-0.21376589112768316
2007,240,profitability,2001-12-31,2006-12-31,4.0,7.0,-0.027390988672936996,-0.24115687980062014
2007,240,trading_frictions,2001-12-31,2006-12-31,1.0,4.0,0.023161277005743833,-0.19060461412193933
2007,240,value,2001-12-31,2006-12-31,8.0,11.0,0.17216604932846305,-0.04159984179922008
2007,240,all_extensions,2001-12-31,2006-12-31,16.0,19.0,0.11093549886742812,-0.10283039226025503
2008,240,intangibles,2002-12-31,2007-12-31,8.0,11.0,-0.02141087083964837,-0.1966658307955644
2008,240,investment,2002-12-31,2007-12-31,2.0,5.0,-0.008144414427941279,-0.18339937438385734
2008,240,momentum,2002-12-31,2007-12-31,0.5,3.5,-0.00016783378808944612,-0.1754227937440055
2008,240,new,2002-12-31,2007-12-31,0.0,3.0,7.401486830834377e-18,-0.17525495995591606
2008,240,profitability,2002-12-31,2007-12-31,2.0,5.0,0.006185226962079691,-0.16906973299383637
2008,240,trading_frictions,2002-12-31,2007-12-31,1.0,4.0,0.0127355456259082,-0.16251941433000786
2008,240,value,2002-12-31,2007-12-31,8.0,11.0,0.1275274767986374,-0.04772748315727868
2008,240,all_extensions,2002-12-31,2007-12-31,16.0,19.0,0.0631185655713952,-0.11213639438452087
2009,240,intangibles,2003-12-31,2008-12-31,8.0,11.0,-0.09707142910689832,-0.2248895701585507
2009,240,investment,2003-12-31,2008-12-31,2.0,5.0,-0.0662402410570604,-0.1940583821087128
2009,240,momentum,2003-12-31,2008-12-31,0.5,3.5,-0.0018693142080372482,-0.12968745525968964
2009,240,new,2003-12-31,2008-12-31,0.0,3.0,7.401486830834377e-18,-0.1278181410516524
2009,240,profitability,2003-12-31,2008-12-31,2.0,5.0,0.04618585392848674,-0.08163228712316566
2009,240,trading_frictions,2003-12-31,2008-12-31,1.0,4.0,0.0026619357588117693,-0.12515620529284063
2009,240,value,2003-12-31,2008-12-31,8.0,11.0,0.08853253364968942,-0.03928560740196299
2009,240,all_extensions,2003-12-31,2008-12-31,16.0,19.0,0.026099501114381012,-0.10171863993727139
2010,240,intangibles,2004-12-31,2009-12-31,8.0,11.0,-0.1239737863645697,-0.2988095364041693
2010,240,investment,2004-12-31,2009-12-31,2.0,5.0,-0.0014619821286839631,-0.17629773216828357
2010,240,momentum,2004-12-31,2009-12-31,0.5,3.5,-0.0013758652575888385,-0.17621161529718846
2010,240,new,2004-12-31,2009-12-31,0.0,3.0,-3.7007434154171884e-18,-0.1748357500395996
2010,240,profitability,2004-12-31,2009-12-31,4.0,7.0,-0.01601907533829488,-0.1908548253778945
2010,240,trading_frictions,2004-12-31,2009-12-31,1.0,4.0,0.011234370682505322,-0.1636013793570943
2010,240,value,2004-12-31,2009-12-31,8.0,11.0,0.14058541962675156,-0.03425033041284814
2010,240,all_extensions,2004-12-31,2009-12-31,16.0,19.0,0.0825721699364566,-0.09226358010314302
2011,240,intangibles,2005-12-31,2010-12-31,8.0,11.0,-0.17195038648108843,-0.4124910376671367
2011,240,investment,2005-12-31,2010-12-31,8.0,9.86,-0.037211562929346534,-0.27775221411539475
2011,240,momentum,2005-12-31,2010-12-31,4.0,6.920000000000001,-0.045072344108776634,-0.28561299529482487
2011,240,new,2005-12-31,2010-12-31,0.0,3.0,-3.7007434154171884e-18,-0.24054065118604825
2011,240,profitability,2005-12-31,2010-12-31,8.0,8.879999999999997,-0.11731479247444183,-0.35785544366049005
2011,240,trading_frictions,2005-12-31,2010-12-31,4.0,7.0,-0.011082533696528955,-0.25162318488257723
2011,240,value,2005-12-31,2010-12-31,16.0,14.759999999999998,-0.0062162855792530555,-0.24675693676530128
2011,240,all_extensions,2005-12-31,2010-12-31,16.0,19.0,0.014083388652755605,-0.22645726253329265
2012,240,intangibles,2006-12-31,2011-12-31,2.0,5.0,-0.04860078096793873,-0.29329878398369486
2012,240,investment,2006-12-31,2011-12-31,8.0,9.86,-0.058656166788220894,-0.303354169803977
2012,240,momentum,2006-12-31,2011-12-31,4.0,6.920000000000001,-0.05734302185551689,-0.302041024871273
2012,240,new,2006-12-31,2011-12-31,0.0,3.0,7.401486830834377e-18,-0.24469800301575612
2012,240,profitability,2006-12-31,2011-12-31,1.0,4.0,-0.0012952104054502534,-0.24599321342120636
2012,240,trading_frictions,2006-12-31,2011-12-31,4.0,7.0,-0.07716144262287418,-0.3218594456386303
2012,240,value,2006-12-31,2011-12-31,16.0,14.759999999999998,0.030944501043592778,-0.2137535019721633
2012,240,all_extensions,2006-12-31,2011-12-31,32.0,35.0,-0.0059100881985782675,-0.2506080912143344
2013,240,intangibles,2007-12-31,2012-12-31,2.0,5.0,-0.03749579642611963,-0.25573085333641304
2013,240,investment,2007-12-31,2012-12-31,0.0,3.0,7.401486830834377e-18,-0.21823505691029343
2013,240,momentum,2007-12-31,2012-12-31,4.0,6.920000000000001,-0.05734410734386304,-0.27557916425415646
2013,240,new,2007-12-31,2012-12-31,0.0,3.0,7.401486830834377e-18,-0.21823505691029343
2013,240,profitability,2007-12-31,2012-12-31,1.0,4.0,-0.00910170154790582,-0.22733675845819926
2013,240,trading_frictions,2007-12-31,2012-12-31,8.0,11.0,-0.09386888223390084,-0.31210393914419426
2013,240,value,2007-12-31,2012-12-31,16.0,14.759999999999998,0.0077197402662672445,-0.21051531664402617
2013,240,all_extensions,2007-12-31,2012-12-31,32.0,35.0,0.01059468477286676,-0.20764037213742667
2014,240,intangibles,2008-12-31,2013-12-31,0.0,3.0,7.401486830834377e-18,-0.19807275972907987
2014,240,investment,2008-12-31,2013-12-31,0.0,3.0,7.401486830834377e-18,-0.19807275972907987
2014,240,momentum,2008-12-31,2013-12-31,0.0,3.0,7.401486830834377e-18,-0.19807275972907987
2014,240,new,2008-12-31,2013-12-31,4.0,5.939999999999999,-0.015533082035029915,-0.2136058417641098
2014,240,profitability,2008-12-31,2013-12-31,4.0,7.0,-0.12967812153821873,-0.3277508812672986
2014,240,trading_frictions,2008-12-31,2013-12-31,1.0,4.0,0.0022006469199685186,-0.19587211280911135
2014,240,value,2008-12-31,2013-12-31,8.0,11.0,0.17443163073962753,-0.023641128989452337
2014,240,all_extensions,2008-12-31,2013-12-31,32.0,35.0,0.07049794401766801,-0.12757481571141185
2015,240,intangibles,2009-12-31,2014-12-31,0.0,3.0,1.1102230246251566e-17,-0.10967086613233215
2015,240,investment,2009-12-31,2014-12-31,0.5,3.5,0.027516909021072785,-0.08215395711125938
2015,240,momentum,2009-12-31,2014-12-31,0.0,3.0,1.1102230246251566e-17,-0.10967086613233215
2015,240,new,2009-12-31,2014-12-31,1.0,4.0,0.005415591272293302,-0.10425527486003887
2015,240,profitability,2009-12-31,2014-12-31,2.0,5.0,-0.027075952844517193,-0.13674681897684934
2015,240,trading_frictions,2009-12-31,2014-12-31,2.0,5.0,-0.020454781738045227,-0.1301256478703774
2015,240,value,2009-12-31,2014-12-31,8.0,11.0,0.11244426383667055,0.002773397704338404
2015,240,all_extensions,2009-12-31,2014-12-31,16.0,19.0,0.09038929419060547,-0.019281571941726694
2016,240,intangibles,2010-12-31,2015-12-31,0.0,3.0,1.1102230246251566e-17,-0.049587612651178954
2016,240,investment,2010-12-31,2015-12-31,1.0,4.0,0.05135011068711723,0.0017624980359382467
2016,240,momentum,2010-12-31,2015-12-31,0.0,3.0,1.1102230246251566e-17,-0.049587612651178954
2016,240,new,2010-12-31,2015-12-31,0.0,3.0,1.1102230246251566e-17,-0.049587612651178954
2016,240,profitability,2010-12-31,2015-12-31,0.5,3.5,-0.0030384435478116017,-0.05262605619899057
2016,240,trading_frictions,2010-12-31,2015-12-31,1.0,4.0,-0.014782920047960956,-0.06437053269913992
2016,240,value,2010-12-31,2015-12-31,4.0,7.0,0.12869804614396052,0.07911043349278152
2016,240,all_extensions,2010-12-31,2015-12-31,8.0,11.0,0.08894792286539992,0.03936031021422096
2017,240,intangibles,2011-12-31,2016-12-31,0.0,3.0,3.7007434154171884e-18,-0.09633099939580748
2017,240,investment,2011-12-31,2016-12-31,1.0,4.0,0.048096983759970985,-0.04823401563583653
2017,240,momentum,2011-12-31,2016-12-31,0.0,3.0,3.7007434154171884e-18,-0.09633099939580748
2017,240,new,2011-12-31,2016-12-31,1.0,4.0,0.0047672745523902015,-0.09156372484341728
2017,240,profitability,2011-12-31,2016-12-31,0.5,3.5,-0.0007874371967778941,-0.09711843659258537
2017,240,trading_frictions,2011-12-31,2016-12-31,0.0,3.0,3.7007434154171884e-18,-0.09633099939580748
2017,240,value,2011-12-31,2016-12-31,8.0,11.0,0.09912641942734954,0.0027954200315420535
2017,240,all_extensions,2011-12-31,2016-12-31,16.0,19.0,0.1368936027784651,0.04056260338265759
2018,240,intangibles,2012-12-31,2017-12-31,0.0,3.0,1.1102230246251566e-17,-0.0989129011907887
2018,240,investment,2012-12-31,2017-12-31,2.0,5.0,0.07040096760350946,-0.02851193358727923
2018,240,momentum,2012-12-31,2017-12-31,0.0,3.0,1.1102230246251566e-17,-0.0989129011907887
2018,240,new,2012-12-31,2017-12-31,0.5,3.5,0.006139424022688558,-0.09277347716810015
2018,240,profitability,2012-12-31,2017-12-31,0.0,3.0,1.1102230246251566e-17,-0.0989129011907887
2018,240,trading_frictions,2012-12-31,2017-12-31,0.0,3.0,1.1102230246251566e-17,-0.0989129011907887
2018,240,value,2012-12-31,2017-12-31,8.0,11.0,0.11022547531106883,0.011312574120280125
2018,240,all_extensions,2012-12-31,2017-12-31,8.0,11.0,0.12866163987199894,0.02974873868121025
2019,240,intangibles,2013-12-31,2018-12-31,0.0,3.0,1.1102230246251566e-17,-0.15943903459883826
2019,240,investment,2013-12-31,2018-12-31,4.0,7.0,0.07852018606621028,-0.08091884853262798
2019,240,momentum,2013-12-31,2018-12-31,0.0,3.0,1.1102230246251566e-17,-0.15943903459883826
2019,240,new,2013-12-31,2018-12-31,0.0,3.0,1.1102230246251566e-17,-0.15943903459883826
2019,240,profitability,2013-12-31,2018-12-31,0.0,3.0,1.1102230246251566e-17,-0.15943903459883826
2019,240,trading_frictions,2013-12-31,2018-12-31,1.0,4.0,-0.012739737843389144,-0.1721787724422274
2019,240,value,2013-12-31,2018-12-31,8.0,11.0,0.07937290183184036,-0.08006613276699791
2019,240,all_extensions,2013-12-31,2018-12-31,32.0,35.0,0.11917488830779063,-0.04026414629104769
2020,240,intangibles,2014-12-31,2019-12-31,0.0,3.0,1.1102230246251566e-17,-0.15881533709638881
2020,240,investment,2014-12-31,2019-12-31,2.0,5.0,0.05032833965495311,-0.10848699744143567
2020,240,momentum,2014-12-31,2019-12-31,0.0,3.0,1.1102230246251566e-17,-0.15881533709638881
2020,240,new,2014-12-31,2019-12-31,2.0,5.0,0.024687636552746927,-0.1341277005436419
2020,240,profitability,2014-12-31,2019-12-31,0.0,3.0,1.1102230246251566e-17,-0.15881533709638881
2020,240,trading_frictions,2014-12-31,2019-12-31,0.0,3.0,1.1102230246251566e-17,-0.15881533709638881
2020,240,value,2014-12-31,2019-12-31,8.0,11.0,0.032849667934829976,-0.12596566916155882
2020,240,all_extensions,2014-12-31,2019-12-31,32.0,35.0,0.038269107792628015,-0.12054622930376083
2021,240,intangibles,2015-12-31,2020-12-31,16.0,13.78,-0.06256325498471386,-0.3243192396604635
2021,240,investment,2015-12-31,2020-12-31,2.0,5.0,0.07254738257345578,-0.1892086021022938
2021,240,momentum,2015-12-31,2020-12-31,0.0,3.0,1.1102230246251566e-17,-0.2617559846757496
2021,240,new,2015-12-31,2020-12-31,4.0,5.939999999999999,0.0004870629221630026,-0.2612689217535866
2021,240,profitability,2015-12-31,2020-12-31,0.0,3.0,1.1102230246251566e-17,-0.2617559846757496
2021,240,trading_frictions,2015-12-31,2020-12-31,0.0,3.0,1.1102230246251566e-17,-0.2617559846757496
2021,240,value,2015-12-31,2020-12-31,8.0,11.0,-0.02911231561889449,-0.2908683002946441
2021,240,all_extensions,2015-12-31,2020-12-31,32.0,35.0,-0.06336564591611009,-0.3251216305918597
2022,240,intangibles,2016-12-31,2021-12-31,8.0,11.0,-0.017633185769255766,-0.17571566647475606
2022,240,investment,2016-12-31,2021-12-31,4.0,7.0,0.06495908809203807,-0.09312339261346225
2022,240,momentum,2016-12-31,2021-12-31,0.0,3.0,1.850371707708594e-17,-0.1580824807055003
2022,240,new,2016-12-31,2021-12-31,4.0,5.939999999999999,0.021064224414589956,-0.13701825629091036
2022,240,profitability,2016-12-31,2021-12-31,0.0,3.0,1.850371707708594e-17,-0.1580824807055003
2022,240,trading_frictions,2016-12-31,2021-12-31,2.0,5.0,-0.012085337621507116,-0.17016781832700745
2022,240,value,2016-12-31,2021-12-31,8.0,11.0,0.08553976155881429,-0.07254271914668603
2022,240,all_extensions,2016-12-31,2021-12-31,16.0,19.0,0.11675489614552843,-0.04132758455997186
2023,240,intangibles,2017-12-31,2022-12-31,8.0,11.0,-0.02978631128236627,-0.266200122874799
2023,240,investment,2017-12-31,2022-12-31,4.0,7.0,0.07644235620915048,-0.15997145538328225
2023,240,momentum,2017-12-31,2022-12-31,0.0,3.0,3.7007434154171884e-18,-0.23641381159243274
2023,240,new,2017-12-31,2022-12-31,4.0,5.939999999999999,0.007898358803739793,-0.22851545278869295
2023,240,profitability,2017-12-31,2022-12-31,8.0,8.879999999999997,0.0925366326390636,-0.1438771789533691
2023,240,trading_frictions,2017-12-31,2022-12-31,0.0,3.0,3.7007434154171884e-18,-0.23641381159243274
2023,240,value,2017-12-31,2022-12-31,8.0,11.0,0.11138496709758423,-0.12502884449484852
2023,240,all_extensions,2017-12-31,2022-12-31,32.0,35.0,0.05921922683890247,-0.17719458475353028
2024,240,intangibles,2018-12-31,2023-12-31,8.0,11.0,-0.003898454781727813,-0.20675218011042218
2024,240,investment,2018-12-31,2023-12-31,4.0,7.0,0.0726150128722713,-0.13023871245642304
2024,240,momentum,2018-12-31,2023-12-31,0.0,3.0,3.7007434154171884e-18,-0.20285372532869436
2024,240,new,2018-12-31,2023-12-31,4.0,5.939999999999999,-0.025535824850849445,-0.22838955017954382
2024,240,profitability,2018-12-31,2023-12-31,8.0,8.879999999999997,0.09039401394087533,-0.112459711387819
2024,240,trading_frictions,2018-12-31,2023-12-31,0.0,3.0,3.7007434154171884e-18,-0.20285372532869436
2024,240,value,2018-12-31,2023-12-31,8.0,11.0,0.12124493878023675,-0.08160878654845762
2024,240,all_extensions,2018-12-31,2023-12-31,32.0,35.0,0.08950527357028333,-0.11334845175841103
2025,240,intangibles,2019-12-31,2024-12-31,4.0,7.0,-0.0013070187736418475,-0.14497559152959255
2025,240,investment,2019-12-31,2024-12-31,2.0,5.0,0.07331775175554883,-0.07035082100040188
2025,240,momentum,2019-12-31,2024-12-31,0.0,3.0,3.7007434154171884e-18,-0.1436685727559507
2025,240,new,2019-12-31,2024-12-31,4.0,5.939999999999999,-0.029646559760852433,-0.17331513251680314
2025,240,profitability,2019-12-31,2024-12-31,8.0,8.879999999999997,0.061482808208258424,-0.08218576454769226
2025,240,trading_frictions,2019-12-31,2024-12-31,0.0,3.0,3.7007434154171884e-18,-0.1436685727559507
2025,240,value,2019-12-31,2024-12-31,4.0,7.0,0.0862772920555214,-0.05739128070042929
2025,240,all_extensions,2019-12-31,2024-12-31,16.0,19.0,0.138090807384079,-0.005577765371871657
